,0
688,"Agradable hotel en una zona muy bonita cerca de las mejores zonas de la ciudad. El servicio es muy bueno (especialmente una chica llamada Karen en la zona de desayuno, y el encargado de mi habitación que ambos eran increíble! ).  El desayuno es completo, el gimnasio está bien, y la piscina es muy agradable. Cama es cómoda y la habitación era bastante amplia. A pesar de todas las buenas cosas no creo que este hotel será mi primera opción la próxima vez que visite Barranquilla, el aislamiento acústico muy, muy pobre. Podía oír a mis vecinos de habitación hablando, riendo, etc, que hizo mi estancia muy desagradable. No era ruidoso, no era ruidoso pero era como si estuviesen en mi habitación (406).  No fue culpa suya, fue la construcción e insonorización.  Hay otras opciones en la"
689,…
690,"Me alojé aquí por una noche estupenda, la habitación, un gran cuarto de baño y ducha y cama fantástica, la decoración es muy moderna. Nos hospedamos sólo una noche, pero realmente me trazo un lugar para volver. Hay varios restaurantes cerca. El desayuno era abundantes y con una amplia variedad para elegir y frutas."
691,"Personal maleducado, intentar enormemente cobrarte me, comida terrible, nos timaron por uno de sus recomendaciones de restaurantes. Estancia lejos por todos los medios. Se negaron a Permítanme hablar con el gerente. Sus escaleras están rotas y puedes conseguir atrapados en su interior. basura por las escaleras. Las únicas personas amigables estaban en el restaurante. Mantente alejado de este lugar."
692,"Hotel con grandes habitaciones, camas cómodas, buen aire acondicionado, etc. Puede haber ruido del pasillo a veces. La habitación las puertas tienen una ruidosa alarma que puede ir en medio de la noche cuando alguien imposible cerrar la puerta. Piscina de la azotea es muy pequeña. Bar de la azotea tiene limitied selección de cerveza y está abierto en horario limitado a pocos días de la semana. Algunos buenos restaurantes en el centro comercial de al lado y a menos de una manzana o dos en cualquier dirección. El desayuno buffet es básico e inalterable."
693,Tuvimos una estancia agradable aquí durante el Carnaval de Barranquilla. El personal es muy agradable y siempre atentos a cualquier cosa que necesite. El buffet de desayuno tiene una buena variedad de comida. Bonita terraza con piscina y bar. Me alojaría aquí de nuevo.
694,"Este es un buen hotel con cómodas habitaciones y un montón de instalaciones. Las camas son cómodas y los cuartos de baño están equipados con una amplia gama de productos. Televisión es en español pero no estábamos aquí para las instalaciones de televisión. La piscina y la zona del bar en la azotea es feria, piscina pequeña pero bien para refrescarse. El personal es bastante amable y atento. El desayuno es correcto. La ubicación es genial - Villa Mall está cerca y hay un número de restaurantes alrededor del hotel. Una cosa que tengo que decir es evitar hacer uso del servicio de taxi en la parte delantera del hotel, y la razón de esto es porque una vez que te pactar el precio y conseguir que cambie el precio cuando se está en camino a su destino. Más bien tomar un taxi desde la"
695,…
696,"Este hotel tiene un gran desayuno y cómodas camas increíbles. Comodidades del hotel están bien- sin duda tratando de ser un 5 estrellas. La piscina de la azotea tiene una bonita vista y es genial para tomar algunas de el clima caliente en Bquilla aunque está a unos metros de profundidad por lo que realmente no significaba para nadar. Está situado en una bonita zona con un montón de restaurantes y bares a poca distancia a pie, así como una tienda de comestibles y centros comerciales."
697,"Estoy actualmente en el Four Points by Sheraton. Mi novio y yo reservamos 5 noches en Fin de Año como un pequeño lujo durante nuestras muy largos viajes.  Cuatro puntos no es en absoluto a las normas internacionales. Es un buen hotel para lo que es. Pero un hotel malo para lo que está tratando de ser.  La comida y las bebidas son más caros que en casa en Melbourne. La televisión no tiene una opción 'inglés (dos trabajadores nos ayudaron pero no pudimos evitar) mientras que en hoteles mucho más bajos pueden cambiar audio. Cuando la limpieza hoy no repusieron té, café o artículos (algodones/pañuelos, etc)  El bar de la azotea es una broma. carísima con personal sumamente grosero. No es agradable para ser groseros. No en el primer mundo extravagante países y sin duda no en los"
698,…
699,"Primero de todo cuando estaba en el registro de entrada el servicio era muy malo. Reservé una habitación con una cama grande y me dieron 2 camas pequeñas que tampoco arreglar. Además de esto las habitaciones donde poorky limpiado porque teníamos problemas para dormir y tos todo el tiempo de alergias. Encima de todo el servicio de limpieza golpeó la puerta para pedir servicio de habitación más de 5 veces al día a pesar de que teníamos la no molestar. La única razón por la que le doy 2 puntos es el restaurante, la comida y el servicio era espléndido. No aconsejaría que cualquiera que se aloje aquí."
700,"En general, el hotel es excelente para los viajeros de negocios, ya que está muy cerca de excelentes restaurantes, la señal wifi es fuerte y fiable, y el desayuno está incluido en el precio de la habitación del hotel.  En la habitación del hotel, me decepcionó que el grifo del baño no funcionaba correctamente y el personal del hotel nunca llegó a arreglarlo durante mi estancia. Mi habitación en el hotel también tenía un olor a moho y había moho visible en el conducto de aire acondicionado ... Entiendo que esto ocurre en la costa desde cálido aire y aire acondicionado frío de las razas moho, pero el personal de limpieza eran también debe limpiar los conductos del aire acondicionado.  También me ha decepcionado que la piscina estaba en obras y no disponible durante mi estancia ..."
701,…
702,"El hotel está situado en una zona estupenda de Barranquilla y desde el momento en el que llegas te hacen sentir como en casa. El diseño, la decoración y las zonas públicas son absolutamente maravilloso. Las habitaciones están bien decoradas, son espaciosas y las camas más cómodas. La presión del agua es genial y nunca un problema con la funcionalidad. El desayuno de la mañana tiene todo lo que necesita para empezar el día y Wi-Fi en todo el hotel funciona perfectamente. La piscina de la azotea es un lugar estupendo para relajarse y tomar algo con amigos y tomar el cálido sol de Barranquilla. Pero wat hizo nuestra estancia increíble fue el mostrador de recepción. Desde el momento en que llegamos, el personal de conserjería y recepción estaban en el punto con el servicio. Siempre"
703,…
704,"Me he alojado en el Estelar, Dann Carlton. Sonesta, Barranquilla Plaza y el NH elegantes Suites. Les puedo asegurar el nuevo Four Points Sheraton es el mejor combinando, ++++habitaciones de servicio de ubicación de limpieza de precio. Estuvieron de acuerdo en que un muy temprano, tiene una gran zona de la piscina y las habitaciones son absolutamente fantástico. A mejorar: por cable y centro de negocios. Ubicación es maravillosa, muy cerca de los centros comerciales, bares y los mejores restaurantes. Totalmente recomendado."
705,"Yo estaba en Barranquilla para una conferencia en el nuevo centro de conferencias. Este hotel fue un viaje de $5 en taxi desde el centro de conferencias. La gente de recepción era genial, así como el servicio de habitación. Es un hotel de nueva construcción con modernas y decoración minimalista. Muy bueno para ser un cuatro puntos."
706,"Este es un estilo americano típico hotel de clase de negocios. Tuvimos tres habitaciones para cuatro días y nuestra estancia fue estupenda. Las habitaciones cumplen los estándares americanos de limpio, buen aire acondicionado, y excelente conexión Wi-Fi. Había un buen desayuno buffet está incluido y se podía pedir cocinar tortillas. Me gustó que también había un portero y servicio de botones. Es fácil conseguir taxis. Qué moverse en alta velocidad típico colombiano- (lentamente) -pero eso es lo que se espera. Hay una pequeña piscina en la azotea y una bonita zona de la azotea para disfrutar de una copa.todos nos parecieron muy agradable y servicial en el hotel. Nos sorprendió gratamente."
707,"Aunque propiedad es nueva, que no significa que es perfecto. Creo que hay mucho que mejorar especialmente en amabilidad y limpieza. Restaurante es muy agradable. Las habitaciones son espaciosas y de estilo americano, aire acondicionado centralizado, un poco ruidoso, pero nada que un par de woundt tapones para los oídos resolverlo. Habitación era en general muy bien, pero no es 100% limpia, especialmente el baño y toallas. (No quiero entrar en detalles sobre que) ... El registro y la salida te lleva mucho tiempo, aunque es un hotel de negocios. No me gustó la actitud del recepcionista uncomprehending nuestra falta de tiempo libre mientras que luchó con el sistema. Algunos huéspedes reciben bebidas de bienvenida, nos quedamos mucho y no hay nada. El desayuno era bueno. A un precio"
708,…
709,Hotel está situado en un lugar fantástico a poca distancia de un montón de buenos restaurantes. Las habitaciones están limpias y el desayuno era muy bueno. Comer en el restaurante y el bar ambos excelentes opciones. Recomiendo altamente seguro ambiente limpio.
710,"Nos alojamos 3 noches. La ubicación es de lo mejor. El personal era muy amable y servicial. El desayuno de cortesía un éxito, aunque por desgracia, lejos de una casa.  Nuestro cuarto de baño siempre parecía ""un poco sucia. Como paño limpio. El resto de la habitación estaba bien.  Si el baño situación no hubiera pasado, habría dado un punto extra."
711,"Este es un hotel completamente nuevo en Barranquilla. Nada especial, parece American, quiere ser odioso ricos americanos para personas en Colombia. El personal es demasiado entusiastas. La alarma de incendios se disparó a las 6:15 y tardaron 15 minutos para apagarlo. lo peor fue la limpiadora echase ambientador industrial en el vacío a las 5:00 cuando nos registramos. El ruido era horrible, el lugar parecía terrible, habían empujado todas las sillas fuera para limpiar la alfombra, ridículo! La habitación estaba bien, el aire acondicionado bien, el desayuno es bueno. Nada extraordinario."
